Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
68.000000	0.025801	1.605000	83.917000	89.638000	1.609000	79.836000	86.102000	
69.000000	0.024580	1.597000	84.225000	89.912000	1.610000	79.916000	85.859000	
70.000000	0.023387	1.591000	85.277000	90.309000	1.601000	80.574000	86.183000	
71.000000	0.022222	1.588000	85.195000	90.462000	1.615000	79.487000	85.656000	
72.000000	0.021088	1.587000	85.405000	90.554000	1.609000	80.361000	86.305000	
73.000000	0.019984	1.579000	85.600000	90.717000	1.594000	81.190000	86.953000	
74.000000	0.018912	1.578000	85.609000	90.594000	1.598000	80.169000	86.467000	
75.000000	0.017874	1.570000	85.981000	90.839000	1.607000	80.011000	85.981000	
76.000000	0.016870	1.567000	85.976000	91.022000	1.600000	79.910000	86.264000	
77.000000	0.015901	1.561000	86.850000	91.592000	1.583000	81.281000	87.318000	
78.000000	0.014968	1.554000	87.083000	91.765000	1.596000	80.481000	86.669000	
79.000000	0.014072	1.550000	87.685000	92.070000	1.603000	80.131000	85.778000	
80.000000	0.013214	1.549000	87.287000	91.877000	1.596000	81.077000	86.994000	
81.000000	0.012394	1.543000	88.176000	92.457000	1.595000	80.198000	86.224000	
82.000000	0.011615	1.540000	88.089000	92.284000	1.601000	80.302000	86.264000	
83.000000	0.010875	1.540000	87.908000	92.223000	1.594000	81.136000	86.629000	
84.000000	0.010177	1.534000	88.294000	92.498000	1.589000	81.156000	86.872000	
85.000000	0.009521	1.525000	89.223000	93.139000	1.593000	79.836000	86.507000	
86.000000	0.008907	1.528000	88.526000	92.824000	1.585000	80.552000	86.507000	
87.000000	0.008336	1.524000	89.106000	93.037000	1.604000	80.332000	86.143000	
88.000000	0.007808	1.522000	89.170000	93.119000	1.604000	80.902000	85.818000	
89.000000	0.007325	1.521000	88.982000	93.149000	1.593000	80.877000	86.386000	
90.000000	0.006886	1.516000	89.921000	93.587000	1.597000	81.194000	86.548000	
91.000000	0.006492	1.516000	89.758000	93.567000	1.588000	80.956000	86.791000	
92.000000	0.006144	1.515000	89.704000	93.506000	1.588000	80.806000	86.953000	
93.000000	0.005841	1.508000	89.941000	93.781000	1.587000	80.994000	86.994000	
94.000000	0.005585	1.511000	90.238000	93.760000	1.579000	80.998000	86.994000	
95.000000	0.005375	1.507000	90.111000	93.740000	1.580000	80.956000	86.912000	
96.000000	0.005211	1.509000	90.040000	93.597000	1.591000	80.977000	86.750000	
97.000000	0.005094	1.503000	90.689000	94.076000	1.595000	80.952000	86.467000	
98.000000	0.005023	1.502000	90.577000	94.086000	1.595000	81.228000	86.143000	
99.000000	0.005000	1.507000	90.108000	93.760000	1.591000	81.290000	86.669000	
