Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
76.000000	0.016870	1.305000	97.180000	98.127000	1.534000	82.788000	88.169000	
77.000000	0.015901	1.305000	97.138000	98.137000	1.548000	84.010000	87.804000	
78.000000	0.014968	1.301000	97.446000	98.392000	1.530000	84.426000	88.655000	
79.000000	0.014072	1.298000	97.383000	98.270000	1.552000	83.823000	87.561000	
80.000000	0.013214	1.297000	97.778000	98.514000	1.531000	84.590000	88.574000	
81.000000	0.012394	1.294000	97.884000	98.605000	1.535000	83.880000	88.533000	
82.000000	0.011615	1.294000	97.567000	98.432000	1.527000	84.338000	88.736000	
83.000000	0.010875	1.291000	97.805000	98.616000	1.532000	83.980000	88.290000	
84.000000	0.010177	1.288000	98.129000	98.809000	1.533000	84.726000	88.412000	
85.000000	0.009521	1.287000	98.267000	98.789000	1.532000	84.476000	88.736000	
86.000000	0.008907	1.286000	98.242000	98.880000	1.526000	84.067000	88.574000	
87.000000	0.008336	1.285000	98.121000	98.779000	1.525000	84.114000	88.412000	
88.000000	0.007808	1.283000	98.380000	98.931000	1.529000	84.097000	88.655000	
89.000000	0.007325	1.282000	98.541000	99.023000	1.528000	84.597000	88.938000	
90.000000	0.006886	1.280000	98.551000	99.064000	1.531000	84.509000	88.817000	
91.000000	0.006492	1.280000	98.633000	99.074000	1.532000	84.867000	88.857000	
92.000000	0.006144	1.277000	98.926000	99.277000	1.534000	84.426000	88.493000	
93.000000	0.005841	1.278000	98.622000	99.084000	1.532000	84.517000	88.938000	
94.000000	0.005585	1.276000	98.901000	99.186000	1.525000	85.434000	89.303000	
95.000000	0.005375	1.276000	98.681000	99.155000	1.532000	84.943000	88.979000	
96.000000	0.005211	1.275000	98.651000	99.125000	1.531000	84.826000	88.614000	
97.000000	0.005094	1.275000	98.804000	99.175000	1.525000	84.751000	89.100000	
98.000000	0.005023	1.273000	98.963000	99.308000	1.530000	84.167000	88.655000	
99.000000	0.005000	1.273000	98.946000	99.287000	1.532000	84.722000	88.857000	
