Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
31.000000	0.077952	1.771000	73.133000	82.553000	1.696000	76.404000	82.982000	
32.000000	0.076679	1.769000	74.312000	83.021000	1.688000	74.756000	82.739000	
33.000000	0.075383	1.762000	74.176000	83.031000	1.666000	76.169000	83.995000	
34.000000	0.074065	1.764000	74.271000	83.103000	1.658000	74.760000	84.036000	
35.000000	0.072725	1.752000	74.475000	83.316000	1.665000	75.806000	84.238000	
36.000000	0.071365	1.751000	74.908000	83.652000	1.656000	76.065000	84.684000	
37.000000	0.069986	1.745000	74.805000	83.428000	1.678000	76.069000	84.117000	
38.000000	0.068590	1.748000	74.546000	83.500000	1.671000	77.469000	84.481000	
39.000000	0.067178	1.746000	75.431000	83.856000	1.671000	76.664000	84.562000	
40.000000	0.065752	1.733000	76.145000	84.467000	1.684000	75.778000	82.901000	
41.000000	0.064313	1.723000	76.622000	84.680000	1.649000	76.377000	84.927000	
42.000000	0.062862	1.727000	75.634000	84.273000	1.648000	78.019000	84.806000	
43.000000	0.061401	1.709000	77.234000	85.179000	1.656000	76.756000	84.238000	
44.000000	0.059931	1.704000	77.603000	85.352000	1.661000	75.273000	83.590000	
45.000000	0.058453	1.715000	76.662000	84.660000	1.646000	76.455000	85.008000	
46.000000	0.056970	1.707000	77.323000	85.159000	1.672000	77.274000	83.712000	
47.000000	0.055483	1.701000	77.439000	85.393000	1.644000	77.377000	85.211000	
48.000000	0.053992	1.695000	78.254000	85.800000	1.644000	77.798000	85.616000	
49.000000	0.052500	1.694000	79.130000	86.156000	1.651000	77.864000	84.643000	
50.000000	0.051008	1.690000	78.502000	85.983000	1.646000	76.411000	84.117000	
51.000000	0.049517	1.685000	78.593000	86.207000	1.641000	76.131000	84.765000	
52.000000	0.048030	1.684000	79.060000	86.350000	1.625000	78.290000	85.413000	
53.000000	0.046547	1.674000	80.448000	87.113000	1.632000	79.227000	85.981000	
54.000000	0.045069	1.672000	80.168000	86.971000	1.628000	78.627000	85.697000	
55.000000	0.043599	1.658000	80.489000	87.235000	1.627000	78.930000	86.021000	
56.000000	0.042138	1.662000	80.586000	87.205000	1.641000	79.053000	85.413000	
57.000000	0.040687	1.659000	80.448000	87.541000	1.615000	78.915000	85.940000	
58.000000	0.039248	1.644000	81.560000	88.090000	1.614000	80.110000	86.345000	
59.000000	0.037822	1.657000	81.033000	87.541000	1.647000	78.193000	84.400000	
60.000000	0.036410	1.639000	82.085000	88.213000	1.619000	78.948000	86.224000	
61.000000	0.035014	1.635000	82.100000	88.314000	1.633000	77.627000	84.968000	
62.000000	0.033635	1.633000	82.730000	88.610000	1.619000	78.239000	85.737000	
63.000000	0.032275	1.627000	82.463000	88.681000	1.625000	79.424000	85.494000	
64.000000	0.030935	1.625000	83.245000	89.027000	1.620000	78.535000	85.292000	
65.000000	0.029617	1.621000	83.092000	88.803000	1.614000	79.491000	85.697000	
66.000000	0.028321	1.621000	82.859000	89.057000	1.620000	78.915000	85.494000	
67.000000	0.027048	1.605000	83.711000	89.597000	1.618000	79.099000	85.818000	
68.000000	0.025801	1.604000	84.513000	89.872000	1.612000	77.785000	85.778000	
69.000000	0.024580	1.605000	84.156000	89.627000	1.609000	79.932000	86.183000	
70.000000	0.023387	1.594000	84.746000	89.943000	1.607000	78.539000	85.981000	
71.000000	0.022222	1.594000	84.393000	89.800000	1.608000	78.990000	86.426000	
72.000000	0.021088	1.589000	84.886000	90.238000	1.607000	79.631000	85.981000	
73.000000	0.019984	1.585000	85.004000	90.421000	1.594000	80.269000	87.196000	
74.000000	0.018912	1.573000	86.166000	90.941000	1.612000	80.657000	85.818000	
75.000000	0.017874	1.569000	85.856000	90.808000	1.608000	79.573000	86.305000	
76.000000	0.016870	1.569000	86.554000	91.236000	1.608000	80.090000	86.386000	
77.000000	0.015901	1.567000	86.828000	91.378000	1.602000	79.069000	85.697000	
78.000000	0.014968	1.561000	86.755000	91.490000	1.599000	80.586000	86.912000	
79.000000	0.014072	1.559000	87.472000	91.796000	1.604000	79.894000	86.143000	
80.000000	0.013214	1.556000	87.455000	91.877000	1.606000	80.427000	86.021000	
81.000000	0.012394	1.548000	87.683000	92.101000	1.589000	80.327000	86.548000	
82.000000	0.011615	1.543000	87.991000	92.355000	1.600000	80.115000	85.859000	
83.000000	0.010875	1.542000	88.439000	92.478000	1.595000	80.393000	86.994000	
84.000000	0.010177	1.538000	88.171000	92.396000	1.596000	80.810000	86.953000	
85.000000	0.009521	1.538000	88.524000	92.681000	1.595000	80.548000	86.548000	
86.000000	0.008907	1.532000	88.844000	92.752000	1.601000	80.498000	86.305000	
87.000000	0.008336	1.524000	89.088000	93.017000	1.595000	80.435000	86.264000	
88.000000	0.007808	1.527000	89.510000	93.211000	1.605000	80.048000	85.981000	
89.000000	0.007325	1.526000	89.246000	93.200000	1.598000	79.739000	86.143000	
90.000000	0.006886	1.527000	88.892000	92.905000	1.599000	80.573000	86.629000	
91.000000	0.006492	1.522000	89.415000	93.241000	1.594000	80.735000	86.548000	
92.000000	0.006144	1.517000	89.676000	93.394000	1.597000	80.156000	86.548000	
93.000000	0.005841	1.513000	89.922000	93.607000	1.603000	80.298000	86.183000	
94.000000	0.005585	1.514000	90.052000	93.740000	1.597000	80.274000	86.872000	
95.000000	0.005375	1.512000	89.945000	93.628000	1.587000	81.023000	87.075000	
96.000000	0.005211	1.512000	90.141000	93.760000	1.589000	81.406000	87.034000	
97.000000	0.005094	1.506000	90.851000	94.045000	1.600000	80.890000	86.588000	
98.000000	0.005023	1.513000	89.916000	93.557000	1.591000	80.982000	86.710000	
99.000000	0.005000	1.512000	89.948000	93.618000	1.586000	81.181000	87.156000	
